Input,Input_delayed,Liquid_levels,Error,Derivative_error,Integral_error,Valve_Positions
0.8,0.8,0.865003268,-0.065003268,-0.004394317,19.65788779,47.64529038
0.8,0.8,0.867947051,-0.067947051,-0.00412334,19.61042158,47.09978219
0.8,0.8,0.870282245,-0.070282245,-0.003903357,19.56906863,45.57396292
0.8,0.8,0.872626327,-0.072626327,-0.003707565,19.52388581,44.98634025
0.8,0.8,0.875348174,-0.075348174,-0.003486126,19.46610733,44.87239782
0.8,0.8,0.878221531,-0.078221531,-0.003231821,19.39782352,45.64538782
0.8,0.8,0.880132691,-0.080132691,-0.002999831,19.34737522,44.63064891
0.8,0.8,0.881926921,-0.081926921,-0.002816291,19.29574623,44.06358409
0.8,0.8,0.883953994,-0.083953994,-0.002618339,19.23152495,43.96780773
0.8,0.8,0.886053046,-0.086053046,-0.002393763,19.15697345,44.67287451
0.8,0.8,0.887785708,-0.087785708,-0.002172132,19.08763192,45.47246682
0.8,0.8,0.889064611,-0.089064611,-0.001981077,19.03054418,44.06041771
0.8,0.8,0.890160152,-0.090160152,-0.001826905,18.97680241,43.11569642
0.8,0.8,0.891329499,-0.091329499,-0.001671539,18.91331431,42.84624303
0.8,0.8,0.892594512,-0.092594512,-0.001490974,18.83527866,43.11753425
0.8,0.8,0.893716311,-0.093716311,-0.001299108,18.75482856,44.37547569
0.8,0.8,0.894518037,-0.094518037,-0.001123195,18.68764482,43.92317274
0.8,0.8,0.895105789,-0.095105789,-0.000981589,18.63087091,42.48504703
0.8,0.8,0.895649174,-0.095649174,-0.000858642,18.57050807,41.98079247
0.8,0.8,0.89621161,-0.09621161,-0.000720274,18.4955924,41.96703226
0.8,0.8,0.896712048,-0.096712048,-0.000563288,18.40988448,42.84891721
0.8,0.8,0.896979225,-0.096979225,-0.000419286,18.34816986,41.91355331
0.8,0.8,0.897175696,-0.097175696,-0.000308327,18.28630714,41.42384186
0.8,0.8,0.897322688,-0.097322688,-0.000189899,18.21102577,41.42031355
0.8,0.8,0.8973728,-0.0973728,-5.72E-05,18.12568373,42.22594058
0.8,0.8,0.897314806,-0.097314806,7.27E-05,18.0480374,43.11458714
0.8,0.8,0.897194778,-0.097194778,0.000185876,17.98523389,41.77949006
0.8,0.8,0.897030526,-0.097030526,0.000273813,17.92697737,40.90218248
0.8,0.8,0.896777985,-0.096777985,0.000360995,17.85918265,40.7090457
0.8,0.8,0.896386475,-0.096386475,0.000461556,17.77725227,41.07054807
0.8,0.8,0.895897346,-0.095897346,0.000566557,17.69424608,42.41539861
0.8,0.8,0.89542337,-0.09542337,0.000663965,17.62595737,42.03767802
0.8,0.8,0.894979284,-0.094979284,0.000741429,17.56893457,40.66193931
0.8,0.8,0.894469643,-0.094469643,0.00080519,17.50897726,40.22019997
0.8,0.8,0.893785063,-0.093785063,0.000876783,17.43548055,40.28178417
0.8,0.8,0.892935454,-0.092935454,0.000956527,17.3525523,41.2458471
0.8,0.8,0.892278089,-0.092278089,0.001031431,17.29352992,40.37044431
0.8,0.8,0.891586026,-0.091586026,0.001085872,17.23493715,39.93844343
0.8,0.8,0.890701377,-0.090701377,0.001142948,17.16438878,40.00316614
0.8,0.8,0.889644818,-0.089644818,0.001205544,17.08535723,40.88291123
0.8,0.8,0.888635101,-0.088635101,0.00126606,17.01426588,41.83585663
0.8,0.8,0.887782035,-0.087782035,0.001320879,16.95729811,40.55577336
0.8,0.8,0.886966272,-0.086966272,0.001359591,16.90487255,39.72714222
0.8,0.8,0.88598924,-0.08598924,0.001396514,16.84436954,39.58860201
0.8,0.8,0.884769075,-0.084769075,0.001438639,16.77195448,40.01427855
0.8,0.8,0.883490871,-0.083490871,0.001480801,16.69933509,41.42041981
0.8,0.8,0.882404433,-0.082404433,0.001521943,16.64012425,41.09375344
0.8,0.8,0.881473606,-0.081473606,0.001553798,16.59103754,39.76148517
0.8,0.8,0.880476051,-0.080476051,0.001575793,16.53977604,39.36307253
0.8,0.8,0.879226286,-0.079226286,0.00160065,16.47742855,39.47641594
0.8,0.8,0.877781512,-0.077781512,0.001626827,16.4077099,40.49671883
0.8,0.8,0.876727154,-0.076727154,0.001654227,16.35847047,39.66125398
0.8,0.8,0.875662667,-0.075662667,0.001670119,16.30990584,39.26784689
0.8,0.8,0.874357977,-0.074357977,0.001685689,16.25184905,39.37798871
0.8,0.8,0.872867078,-0.072867078,0.001701272,16.18733995,40.30692065
0.8,0.8,0.871498772,-0.071498772,0.001715739,16.12977636,41.30272657
0.8,0.8,0.870380011,-0.070380011,0.001732166,16.08395978,40.05788987
0.8,0.8,0.869336668,-0.069336668,0.001738736,16.04204105,39.26046226
0.8,0.8,0.868117141,-0.068117141,0.001743097,15.99395764,39.15694891
0.8,0.8,0.866634932,-0.066634932,0.001747701,15.93681735,39.62349403
0.8,0.8,0.865124521,-0.065124521,0.001749917,15.87995718,41.06884032
0.8,0.8,0.86387124,-0.06387124,0.001755648,15.8339175,40.77433374
0.8,0.8,0.862817372,-0.062817372,0.001759054,15.79596816,39.46865101
0.8,0.8,0.861706182,-0.061706182,0.001755205,15.75655176,39.09690444
0.8,0.8,0.860338734,-0.060338734,0.0017514,15.70890773,39.24192153
0.8,0.8,0.858789044,-0.058789044,0.001745064,15.65601487,40.29641972
0.8,0.8,0.85767747,-0.05767747,0.001743931,15.61889837,39.48502941
0.8,0.8,0.856570382,-0.056570382,0.001736893,15.58248847,39.11469551
0.8,0.8,0.855232952,-0.055232952,0.001728014,15.5392233,39.25175405
0.8,0.8,0.853729028,-0.053729028,0.001716211,15.49148395,40.20956999
0.8,0.8,0.85236997,-0.05236997,0.001704179,15.44918154,41.23021818
0.8,0.8,0.851272745,-0.051272745,0.001698771,15.41571245,40.00557521
0.8,0.8,0.850260243,-0.050260243,0.001687256,15.38524896,39.22594281
0.8,0.8,0.8490894,-0.0490894,0.00167349,15.35049531,39.14221558
0.8,0.8,0.847683763,-0.047683763,0.001657458,15.30946224,39.63159907
0.8,0.8,0.846269993,-0.046269993,0.001638011,15.2689205,41.09856929
0.8,0.8,0.845110105,-0.045110105,0.001624818,15.23630762,40.8215006
0.8,0.8,0.844143565,-0.044143565,0.001613227,15.20957148,39.53016589
0.8,0.8,0.843133178,-0.043133178,0.001595928,15.18194478,39.1726591
0.8,0.8,0.84190158,-0.04190158,0.00157741,15.14874993,39.33437565
0.8,0.8,0.840521021,-0.040521021,0.001554658,15.1121572,40.4066418
0.8,0.8,0.839539821,-0.039539821,0.001539366,15.0866431,39.60753477
0.8,0.8,0.838570238,-0.038570238,0.001521141,15.06175022,39.24884911
0.8,0.8,0.837408875,-0.037408875,0.001500538,15.03234933,39.39930449
0.8,0.8,0.836115595,-0.036115595,0.001475864,15.00013849,40.37124853
0.8,0.8,0.834957927,-0.034957927,0.001451659,14.97180306,41.4038415
0.8,0.8,0.834030118,-0.034030118,0.001436453,14.94952554,40.18870645
0.8,0.8,0.833179778,-0.033179778,0.001416996,14.92936028,39.41731688
0.8,0.8,0.832203461,-0.032203461,0.001395446,14.90648902,39.34260181
0.8,0.8,0.831040959,-0.031040959,0.001370782,14.87967417,39.84215553
0.8,0.8,0.829882212,-0.029882212,0.001342558,14.85338773,41.3185018
0.8,0.8,0.828938518,-0.028938518,0.001321963,14.83239645,41.04882155
0.8,0.8,0.828156812,-0.028156812,0.001304703,14.81529373,39.76341273
0.8,0.8,0.827344853,-0.027344853,0.001282489,14.79772542,39.41164076
0.8,0.8,0.826362022,-0.026362022,0.001258796,14.77676087,39.57988741
0.8,0.8,0.825269298,-0.025269298,0.001230543,14.75384036,40.65882655
0.8,0.8,0.824497548,-0.024497548,0.001210758,14.73798103,39.86418902
0.8,0.8,0.82373955,-0.02373955,0.001189184,14.72260873,39.50958128
0.8,0.8,0.822837665,-0.022837665,0.001165283,14.70458607,39.66452444
0.8,0.8,0.8218411,-0.0218411,0.00113727,14.68501419,40.64092008
0.8,0.8,0.820955728,-0.020955728,0.001110218,14.66795401,41.67700781
0.8,0.8,0.820249764,-0.020249764,0.00109298,14.65464887,40.46456136
0.8,0.8,0.819606401,-0.019606401,0.001072079,14.64269101,39.69533274
0.8,0.8,0.818872249,-0.018872249,0.001049319,14.6292316,39.62278505
0.8,0.8,0.818004192,-0.018004192,0.001023589,14.61359768,40.12452138
0.8,0.8,0.817145742,-0.017145742,0.000994633,14.59843368,41.6025305
0.8,0.8,0.816450617,-0.016450617,0.000973758,14.58644571,41.3339884
0.8,0.8,0.815877501,-0.015877501,0.000956548,14.57676248,40.04937431
0.8,0.8,0.815285785,-0.015285785,0.000934609,14.56689854,39.69815072
0.8,0.8,0.814574121,-0.014574121,0.00091149,14.55524347,39.8667671
0.8,0.8,0.813788912,-0.013788912,0.000884249,14.5426541,40.94571017
0.8,0.8,0.813237117,-0.013237117,0.00086568,14.53404232,40.15088713
0.8,0.8,0.812698285,-0.012698285,0.000845342,14.52577761,39.79588404
0.8,0.8,0.812061295,-0.012061295,0.000823027,14.51619788,39.95009701
0.8,0.8,0.811362783,-0.011362783,0.000797138,14.50593841,40.92533255
0.8,0.8,0.810746718,-0.010746718,0.00077252,14.49712692,41.96007544
0.8,0.8,0.810257381,-0.010257381,0.000757594,14.49034581,40.74645409
0.8,0.8,0.809813992,-0.009813992,0.000738845,14.48432435,39.97596305
0.8,0.8,0.809311313,-0.009311313,0.000718475,14.47763508,39.90176698
0.8,0.8,0.808721263,-0.008721263,0.000695773,14.46999126,40.40128297
0.8,0.8,0.808142674,-0.008142674,0.000670377,14.46271822,41.87676053
0.8,0.8,0.807676548,-0.007676548,0.000652967,14.45707529,41.60600982
0.8,0.8,0.807293827,-0.007293827,0.000638771,14.4525919,40.31946298
0.8,0.8,0.806901444,-0.006901444,0.000619762,14.4480992,39.96606121
0.8,0.8,0.806432889,-0.006432889,0.000600119,14.44289527,40.13185079
0.8,0.8,0.805920409,-0.005920409,0.000577122,14.43741391,41.20739065
0.8,0.8,0.805561829,-0.005561829,0.000562554,14.43375591,40.41004471
0.8,0.8,0.805214026,-0.005214026,0.000545648,14.43032252,40.0524272
0.8,0.8,0.804805981,-0.004805981,0.000527217,14.4264465,40.20336032
0.8,0.8,0.804362612,-0.004362612,0.000505972,14.42243258,41.17474455
0.8,0.8,0.803974909,-0.003974909,0.000486164,14.41911225,42.20586602
0.8,0.8,0.803667803,-0.003667803,0.000475462,14.41664612,40.98928879
0.8,0.8,0.803391506,-0.003391506,0.00046041,14.41452889,40.21598472
0.8,0.8,0.803080903,-0.003080903,0.000443942,14.41226572,40.13844352
0.8,0.8,0.802719684,-0.002719684,0.000425941,14.40980826,40.63382809
0.8,0.8,0.802369446,-0.002369446,0.000405802,14.40761619,42.10500571
0.8,0.8,0.802088698,-0.002088698,0.000393283,14.40602817,41.8306718
0.8,0.8,0.801859108,-0.001859108,0.000383189,14.40484677,40.54110127
0.8,0.8,0.801626088,-0.001626088,0.000368052,14.40374431,40.18446024
0.8,0.8,0.801350577,-0.001350577,0.000352871,14.40258361,40.34621872
0.8,0.8,0.801052955,-0.001052955,0.000335163,14.40151953,41.41712677
0.8,0.8,0.800845512,-0.000845512,0.000325444,14.40091581,40.61644656
0.8,0.8,0.800646258,-0.000646258,0.000312598,14.40044119,40.25547599
0.8,0.8,0.800415103,-0.000415103,0.000298665,14.40003173,40.40232155
0.8,0.8,0.800167399,-0.000167399,0.00028268,14.39977933,41.36905814
0.8,0.8,0.799953516,4.65E-05,0.000268201,14.39973499,42.3959379
0.8,0.8,0.799784232,0.000215768,0.000262085,14.39982167,41.17594484
0.8,0.8,0.799633615,0.000366385,0.000250982,14.39999719,40.39946028
0.8,0.8,0.799466665,0.000533335,0.000238621,14.40031279,40.31821072
0.8,0.8,0.799275438,0.000724562,0.00022549,14.40084798,40.80910864
0.8,0.8,0.799093582,0.000906418,0.000210707,14.40155556,42.27572586
0.8,0.8,0.798948603,0.001051397,0.000203093,14.4022574,41.99764665
0.8,0.8,0.798830535,0.001169465,0.000197058,14.40292387,40.70495226
0.8,0.8,0.798712961,0.001287039,0.000185705,14.40370219,40.34501687
0.8,0.8,0.798576453,0.001423547,0.000174837,14.40476146,40.50273452
0.8,0.8,0.798432442,0.001567558,0.000162176,14.40609223,41.56907709
0.8,0.8,0.79833235,0.00166765,0.000157028,14.40712452,40.76514994
0.8,0.8,0.798238034,0.001761966,0.000147967,14.40821825,40.40095246
0.8,0.8,0.798131084,0.001868916,0.000138185,14.40962437,40.54391113
0.8,0.8,0.798019797,0.001980203,0.000127001,14.41131329,41.50628921
0.8,0.8,0.797926229,0.002073771,0.00011733,14.41293339,42.52924417
0.8,0.8,0.797851749,0.002148251,0.00011531,14.41429878,41.30611492
0.8,0.8,0.797787115,0.002212885,0.000107703,14.4156081,40.52673977
0.8,0.8,0.797717886,0.002282114,9.89E-05,14.41718126,40.44215208
0.8,0.8,0.797641514,0.002358486,9.01E-05,14.41915052,40.92905397
0.8,0.8,0.797572563,0.002427437,7.99E-05,14.42121929,42.39165863
0.8,0.8,0.797517978,0.002482022,7.65E-05,14.4229745,42.11031238
0.8,0.8,0.797473721,0.002526279,7.39E-05,14.42447593,40.8149125
0.8,0.8,0.797432128,0.002567872,6.57E-05,14.42608912,40.45214805
0.8,0.8,0.797386509,0.002613491,5.84E-05,14.42811274,40.6064248
0.8,0.8,0.797342159,0.002657841,4.99E-05,14.43045563,41.66891828
0.8,0.8,0.797311213,0.002688787,4.85E-05,14.43216073,40.86227504
0.8,0.8,0.797284077,0.002715923,4.26E-05,14.43388384,40.49539787
0.8,0.8,0.797256097,0.002743903,3.62E-05,14.43599754,40.63515346
0.8,0.8,0.797230841,0.002769159,2.88E-05,14.43841524,41.59397192
0.8,0.8,0.797212511,0.002787489,2.30E-05,14.44063432,42.61374991
0.8,0.8,0.797196877,0.002803123,2.42E-05,14.4424416,41.38809719
0.8,0.8,0.797185267,0.002814733,1.93E-05,14.44412793,40.60641186
0.8,0.8,0.797175887,0.002824113,1.34E-05,14.44610112,40.51917403
0.8,0.8,0.797169268,0.002830732,7.80E-06,14.44850022,41.00292741
0.8,0.8,0.797168238,0.002831762,1.19E-06,14.45094705,42.46239782
0.8,0.8,0.797167545,0.002832455,9.70E-07,14.45297154,42.17851703
0.8,0.8,0.797166956,0.002833044,9.83E-07,14.45466978,40.88103008
0.8,0.8,0.797169985,0.002830015,-4.78E-06,14.45646297,40.51609676
0.8,0.8,0.797177284,0.002822716,-9.35E-06,14.45867046,40.66775277
0.8,0.8,0.797190353,0.002809647,-1.47E-05,14.46117343,41.7273373
0.8,0.8,0.797198852,0.002801148,-1.33E-05,14.46296265,40.91865474
0.8,0.8,0.797209713,0.002790287,-1.70E-05,14.46474519,40.54977731
0.8,0.8,0.797225967,0.002774033,-2.10E-05,14.4668992,40.687157
0.8,0.8,0.797248336,0.002751664,-2.55E-05,14.46932224,41.64335465
0.8,0.8,0.797271142,0.002728858,-2.86E-05,14.47151083,42.66081099
0.8,0.8,0.797287326,0.002712674,-2.51E-05,14.47326989,41.43332466
0.8,0.8,0.797304104,0.002695896,-2.80E-05,14.47489337,40.64997025
0.8,0.8,0.797326421,0.002673579,-3.19E-05,14.47677223,40.5608288
0.8,0.8,0.797356259,0.002643741,-3.52E-05,14.47902807,41.04233586
0.8,0.8,0.797390184,0.002609816,-3.93E-05,14.48129827,42.49958729
0.8,0.8,0.797416816,0.002583184,-3.73E-05,14.48315448,42.21392384
0.8,0.8,0.797438081,0.002561919,-3.55E-05,14.48469678,40.91497704
0.8,0.8,0.797463157,0.002536843,-3.96E-05,14.48631128,40.54853522
0.8,0.8,0.797496207,0.002503793,-4.23E-05,14.48827972,40.69837979
0.8,0.8,0.797536688,0.002463312,-4.56E-05,14.49048717,41.75596862
0.8,0.8,0.79756367,0.00243633,-4.23E-05,14.49204969,40.94589618
0.8,0.8,0.797592047,0.002407953,-4.45E-05,14.49359405,40.57566334
0.8,0.8,0.797628305,0.002371695,-4.68E-05,14.49544432,40.7114433
0.8,0.8,0.797671699,0.002328301,-4.95E-05,14.49750547,41.66588957
0.8,0.8,0.797712196,0.002287804,-5.08E-05,14.4993493,42.68180643
0.8,0.8,0.797741732,0.002258268,-4.57E-05,14.50081912,41.45311188
0.8,0.8,0.797770156,0.002229844,-4.74E-05,14.50216637,40.66866422
0.8,0.8,0.797805154,0.002194846,-5.00E-05,14.50371467,40.57828358
0.8,0.8,0.797849109,0.002150891,-5.18E-05,14.50555844,41.05833918
0.8,0.8,0.797896043,0.002103957,-5.44E-05,14.50739756,42.51416881
0.8,0.8,0.797932438,0.002067562,-5.10E-05,14.50888912,42.22737179
0.8,0.8,0.797961224,0.002038776,-4.80E-05,14.5101202,40.92750265
0.8,0.8,0.797993603,0.002006397,-5.11E-05,14.51140114,40.56011381
0.8,0.8,0.798034773,0.001965227,-5.27E-05,14.51295219,40.70882945
0.8,0.8,0.798083347,0.001916653,-5.47E-05,14.51467772,41.76518543
0.8,0.8,0.798115417,0.001884583,-5.03E-05,14.51589014,40.95426132
0.8,0.8,0.798148303,0.001851697,-5.16E-05,14.51708134,40.58320372
0.8,0.8,0.798189283,0.001810717,-5.29E-05,14.51849921,40.7180179
0.8,0.8,0.798237069,0.001762931,-5.45E-05,14.5200668,41.6714168
0.8,0.8,0.798280719,0.001719281,-5.47E-05,14.52145845,42.68642202
0.8,0.8,0.798312246,0.001687754,-4.88E-05,14.52256038,41.45701809
0.8,0.8,0.798342084,0.001657916,-4.97E-05,14.52356482,40.67193351
0.8,0.8,0.798378222,0.001621778,-5.17E-05,14.52471254,40.58083687
0.8,0.8,0.798422853,0.001577147,-5.26E-05,14.52606998,41.06006219
0.8,0.8,0.798469721,0.001530279,-5.43E-05,14.52741389,42.51508787
0.8,0.8,0.798505513,0.001494487,-5.01E-05,14.52849611,42.22765684
0.8,0.8,0.798533429,0.001466571,-4.66E-05,14.52938407,40.92727666
0.8,0.8,0.79856454,0.00143546,-4.91E-05,14.53030313,40.55936791
0.8,0.8,0.798603676,0.001396324,-5.01E-05,14.53140916,40.70747044
0.8,0.8,0.798649335,0.001350665,-5.14E-05,14.53263076,41.76316572
0.8,0.8,0.798678941,0.001321059,-4.64E-05,14.53348318,40.95179092
0.8,0.8,0.798709066,0.001290934,-4.73E-05,14.53431605,40.58030168
0.8,0.8,0.798746315,0.001253685,-4.81E-05,14.53530133,40.71461677
0.8,0.8,0.798789401,0.001210599,-4.92E-05,14.53638283,41.66748275
0.8,0.8,0.798828364,0.001171636,-4.89E-05,14.53733585,42.68203177
0.8,0.8,0.798855823,0.001144177,-4.25E-05,14.53808536,41.45227815
0.8,0.8,0.798881676,0.001118324,-4.31E-05,14.53876477,40.66688387
0.8,0.8,0.798912933,0.001087067,-4.47E-05,14.53953666,40.57544421
0.8,0.8,0.798951327,0.001048673,-4.53E-05,14.54044326,41.05427916
0.8,0.8,0.79899151,0.00100849,-4.66E-05,14.54133392,42.50893508
0.8,0.8,0.799021536,0.000978464,-4.21E-05,14.54204571,42.22121876
0.8,0.8,0.799044457,0.000955543,-3.83E-05,14.54262598,40.92061302
0.8,0.8,0.799070146,0.000929854,-4.06E-05,14.5432232,40.55247917
0.8,0.8,0.799102406,0.000897594,-4.13E-05,14.54393715,40.70032242
0.8,0.8,0.799140011,0.000859989,-4.23E-05,14.54471943,41.75574654
0.8,0.8,0.799163694,0.000836306,-3.72E-05,14.54526097,40.94419224
0.8,0.8,0.799187787,0.000812213,-3.78E-05,14.54578677,40.57253566
0.8,0.8,0.799217579,0.000782421,-3.85E-05,14.54640441,40.70666344
0.8,0.8,0.799252064,0.000747936,-3.94E-05,14.54707672,41.65933759
0.8,0.8,0.799283067,0.000716933,-3.89E-05,14.54766394,42.67373001
0.8,0.8,0.799303998,0.000696002,-3.24E-05,14.54812186,41.44386179
0.8,0.8,0.799323729,0.000676271,-3.29E-05,14.54853415,40.65837038
0.8,0.8,0.799347785,0.000652215,-3.44E-05,14.54899928,40.56682851
0.8,0.8,0.799377374,0.000622626,-3.49E-05,14.54954083,41.04555493
0.8,0.8,0.799408522,0.000591478,-3.61E-05,14.55006767,42.50011696
0.8,0.8,0.799419232,0.000580768,-2.46E-05,14.55032267,40.64477251
0.8,0.8,0.799439364,0.000560636,-3.13E-05,14.55068998,40.44112272
0.8,0.8,0.799466925,0.000533075,-3.19E-05,14.5511634,40.79150966
0.8,0.8,0.799490126,0.000509874,-3.07E-05,14.5515587,40.92068009
0.8,0.8,0.799512834,0.000487166,-3.00E-05,14.55193684,41.08112315
0.8,0.8,0.799535047,0.000464953,-2.94E-05,14.55229804,41.27650225
0.8,0.8,0.799555382,0.000444618,-2.81E-05,14.55262861,41.22479161
