Time,Input,Liquid_levels,Feedback,Valve_Positions
504.03 sec,0.75,0.021287078,0.728712922,99.99987274
504.03 sec,0.75,0.021287428,0.728712572,99.99974551
504.03 sec,0.75,0.021288128,0.728711872,99.99949111
504.03 sec,0.75,0.021289528,0.728710472,99.99898257
504.03 sec,0.75,0.021292328,0.728707672,99.99796656
504.03 sec,0.75,0.021297927,0.728702073,99.99593875
504.03 sec,0.75,0.021309129,0.728690871,99.99189999
504.03 sec,0.75,0.021331539,0.728668461,99.98388945
504.04 sec,0.75,0.02137639,0.72862361,99.96813302
504.05 sec,0.75,0.021466213,0.728533787,99.93765291
504.06 sec,0.75,0.021646341,0.728353659,99.88062511
504.1 sec,0.75,0.022008522,0.727991478,99.78082943
504.17 sec,0.75,0.022740527,0.727259473,99.62820214
504.32 sec,0.75,0.024234719,0.725765281,99.45119251
504.61 sec,0.75,0.027341036,0.722658964,99.34256826
505.2 sec,0.75,0.034005489,0.715994511,99.3727418
506.37 sec,0.75,0.048996146,0.701003854,99.78934731
507.1 sec,0.75,0.059351192,0.690648808,99.78240906
507.83 sec,0.75,0.070395133,0.679604867,99.73108209
508.52 sec,0.75,0.08138868,0.66861132,100
508.52 sec,0.75,0.08138868,0.66861132,100
509.34 sec,0.75,0.095129828,0.654870172,100
510.04 sec,0.75,0.107311666,0.642688334,100
510.09 sec,0.75,0.10815493,0.64184507,100
510.09 sec,0.75,0.10815493,0.64184507,100
510.69 sec,0.75,0.119061106,0.630938894,98.89111296
511.3 sec,0.75,0.130234472,0.619765528,98.30686024
512.12 sec,0.75,0.145784327,0.604215673,98.18551979
513.06 sec,0.75,0.164197904,0.585802096,99.8490239
513.63 sec,0.75,0.175523905,0.574476095,97.68952244
514.21 sec,0.75,0.186978184,0.563021816,96.8110568
514.97 sec,0.75,0.202527984,0.547472016,96.45185485
515.91 sec,0.75,0.22165783,0.52834217,97.3034653
516.52 sec,0.75,0.234193337,0.515806663,95.7848743
517.13 sec,0.75,0.246775391,0.503224609,94.9185271
517.9 sec,0.75,0.262791129,0.487208871,94.50910906
518.79 sec,0.75,0.281360263,0.468639737,95.14564044
519.41 sec,0.75,0.294128222,0.455871778,93.63813772
520.03 sec,0.75,0.3068667,0.4431333,92.71323019
520.79 sec,0.75,0.322616557,0.427383443,92.23505068
521.67 sec,0.75,0.340578041,0.409421959,92.66716239
522.3 sec,0.75,0.353301875,0.396698125,91.24979494
522.92 sec,0.75,0.365935271,0.384064729,90.30395884
523.69 sec,0.75,0.381155443,0.368844557,89.78943939
524.55 sec,0.75,0.398176815,0.351823185,90.08659874
525.33 sec,0.75,0.413435086,0.336564914,90.49950286
525.97 sec,0.75,0.42562388,0.32437612,88.56122222
526.56 sec,0.75,0.436828804,0.313171196,87.1684274
527.25 sec,0.75,0.449745088,0.300254912,86.44639816
528.08 sec,0.75,0.465150309,0.284849691,86.21959284
528.93 sec,0.75,0.480509727,0.269490273,87.05590394
529.63 sec,0.75,0.492956221,0.257043779,86.08024192
530.22 sec,0.75,0.503232713,0.246767287,84.11241456
530.84 sec,0.75,0.513937246,0.236062754,83.14414393
531.61 sec,0.75,0.52689899,0.22310101,82.61132091
532.48 sec,0.75,0.541289301,0.208710699,82.99136505
533.11 sec,0.75,0.551366449,0.198633551,81.52302525
533.74 sec,0.75,0.561250859,0.188749141,80.55040149
534.5 sec,0.75,0.57300879,0.17699121,80.01819315
535.36 sec,0.75,0.585986002,0.164013998,80.30830125
536.15 sec,0.75,0.59746356,0.15253644,80.75312117
536.78 sec,0.75,0.606511369,0.143488631,78.83211618
537.37 sec,0.75,0.614726292,0.135273708,77.45227702
538.06 sec,0.75,0.624089243,0.125910757,76.76144614
538.89 sec,0.75,0.63513008,0.11486992,76.58016951
539.74 sec,0.75,0.646009826,0.103990174,77.48302476
540.44 sec,0.75,0.654720389,0.095279611,76.58897258
541.03 sec,0.75,0.661826697,0.088173303,74.66436564
541.65 sec,0.75,0.669146558,0.080853442,73.75383947
542.42 sec,0.75,0.677916871,0.072083129,73.30184841
543.29 sec,0.75,0.687548267,0.062451733,73.77763816
543.92 sec,0.75,0.694219712,0.055780288,72.39951661
544.55 sec,0.75,0.700700327,0.049299673,71.5120336
545.31 sec,0.75,0.70831843,0.04168157,71.08645472
546.17 sec,0.75,0.716612355,0.033387645,71.49867468
546.96 sec,0.75,0.72385462,0.02614538,72.04705396
547.59 sec,0.75,0.729505737,0.020494263,70.23691303
548.18 sec,0.75,0.734591311,0.015408689,68.95790971
548.87 sec,0.75,0.740325389,0.009674611,68.38124684
549.7 sec,0.75,0.746996151,0.003003849,68.34193377
550.55 sec,0.75,0.753474088,-0.003474088,69.38101585
551.25 sec,0.75,0.758594402,-0.008594402,68.60589408
551.84 sec,0.75,0.762729254,-0.012729254,66.7975434
552.46 sec,0.75,0.766944837,-0.016944837,66.00196581
553.23 sec,0.75,0.771928862,-0.021928862,65.69186744
554.11 sec,0.75,0.777313779,-0.027313779,66.32890345
554.73 sec,0.75,0.780991411,-0.030991411,65.06688852
555.36 sec,0.75,0.784519782,-0.034519782,64.29686941
556.12 sec,0.75,0.788608579,-0.038608579,64.01494634
556.98 sec,0.75,0.792984451,-0.042984451,64.58968468
557.77 sec,0.75,0.796736654,-0.046736654,65.28798856
558.4 sec,0.75,0.799614938,-0.049614938,63.60118705
558.99 sec,0.75,0.802166673,-0.052166673,62.43471474
559.68 sec,0.75,0.80499759,-0.05499759,61.98943095
560.51 sec,0.75,0.808225187,-0.058225187,62.10889871
561.36 sec,0.75,0.811286999,-0.061286999,63.30856064
562.06 sec,0.75,0.813650234,-0.063650234,62.66918224
562.65 sec,0.75,0.8155185,-0.0655185,60.97262672
563.28 sec,0.75,0.817384989,-0.067384989,60.29414288
564.04 sec,0.75,0.819537455,-0.069537455,60.12791008
564.92 sec,0.75,0.821791081,-0.071791081,60.92654072
565.54 sec,0.75,0.823281016,-0.073281016,59.78195087
566.17 sec,0.75,0.82467046,-0.07467046,59.12744719
566.93 sec,0.75,0.826226506,-0.076226506,58.98445981
567.79 sec,0.75,0.827820336,-0.077820336,59.71408199
568.58 sec,0.75,0.829120266,-0.079120266,60.55028343
569.21 sec,0.75,0.830068075,-0.080068075,58.9777282
569.8 sec,0.75,0.830870257,-0.080870257,57.91545779
570.49 sec,0.75,0.83171373,-0.08171373,57.5896014
571.32 sec,0.75,0.832607178,-0.082607178,57.85192403
572.17 sec,0.75,0.833377417,-0.083377417,59.19304092
572.88 sec,0.75,0.833909103,-0.083909103,58.67015902
573.46 sec,0.75,0.834284316,-0.084284316,57.07203653
574.09 sec,0.75,0.834615999,-0.084615999,56.49494948
574.86 sec,0.75,0.834935303,-0.084935303,56.45179405
575.73 sec,0.75,0.835183047,-0.085183047,57.38750504
576.36 sec,0.75,0.83528485,-0.08528485,56.34004375
576.98 sec,0.75,0.835328416,-0.085328416,55.78119531
577.74 sec,0.75,0.835306074,-0.085306074,55.75248548
578.6 sec,0.75,0.835185634,-0.085185634,56.60872713
579.39 sec,0.75,0.83499153,-0.08499153,57.55780834
580.02 sec,0.75,0.834774596,-0.084774596,56.07595873
580.61 sec,0.75,0.834530294,-0.084530294,55.09616901
581.3 sec,0.75,0.834196256,-0.084196256,54.86473777
582.14 sec,0.75,0.833722725,-0.083722725,55.23912646
582.98 sec,0.75,0.83316823,-0.08316823,56.69126863
583.69 sec,0.75,0.832653812,-0.082653812,56.25891265
584.28 sec,0.75,0.832184942,-0.082184942,54.73545424
584.9 sec,0.75,0.831657631,-0.081657631,54.23553946
585.67 sec,0.75,0.83096325,-0.08096325,54.28557706
586.54 sec,0.75,0.830117955,-0.080117955,55.32443684
587.17 sec,0.75,0.829473551,-0.079473551,54.34969556
587.79 sec,0.75,0.828802203,-0.078802203,53.86195398
588.55 sec,0.75,0.827952899,-0.077952899,53.91762663
589.42 sec,0.75,0.826949213,-0.076949213,54.86670867
590.2 sec,0.75,0.825998889,-0.075998889,55.89775423
590.84 sec,0.75,0.825201798,-0.075201798,54.48138849
591.43 sec,0.75,0.824443769,-0.074443769,53.56094239
592.11 sec,0.75,0.823540821,-0.073540821,53.39700968
592.95 sec,0.75,0.822419904,-0.072419904,53.8509805
593.8 sec,0.75,0.821252584,-0.071252584,55.38133056
594.5 sec,0.75,0.82026528,-0.07026528,55.01210958
595.09 sec,0.75,0.81942257,-0.06942257,53.54064894
595.71 sec,0.75,0.818522502,-0.068522502,53.09416484
596.48 sec,0.75,0.8173991,-0.0673991,53.20829909
597.35 sec,0.75,0.816105724,-0.066105724,54.3176156
597.98 sec,0.75,0.81516496,-0.06516496,53.39206679
598.6 sec,0.75,0.814217729,-0.064217729,52.95222658
599.37 sec,0.75,0.813060151,-0.063060151,53.06440065
600.23 sec,0.75,0.811741588,-0.061741588,54.07522979
601.01 sec,0.75,0.810535041,-0.060535041,55.16047542
601.65 sec,0.75,0.809550848,-0.059550848,53.7869244
602.24 sec,0.75,0.808634842,-0.058634842,52.90508989
602.92 sec,0.75,0.807566405,-0.057566405,52.78485601
603.76 sec,0.75,0.806270931,-0.056270931,53.28997527
604.61 sec,0.75,0.804954072,-0.054954072,54.87027303
605.31 sec,0.75,0.803863621,-0.053863621,54.54103129
605.9 sec,0.75,0.802948151,-0.052948151,53.10216907
606.52 sec,0.75,0.801984434,-0.051984434,52.68904053
607.29 sec,0.75,0.800800598,-0.050800598,52.84291405
608.16 sec,0.75,0.799461709,-0.049461709,53.99555382
608.79 sec,0.75,0.798502841,-0.048502841,53.10001365
609.42 sec,0.75,0.797549186,-0.047549186,52.68918872
610.18 sec,0.75,0.796398896,-0.046398896,52.83532047
611.04 sec,0.75,0.79510765,-0.04510765,53.88292066
611.82 sec,0.75,0.793942685,-0.043942685,55.00011799
612.46 sec,0.75,0.793003284,-0.043003284,53.65158665
613.05 sec,0.75,0.792137422,-0.042137422,52.79215688
613.74 sec,0.75,0.791137393,-0.041137393,52.69707186
614.57 sec,0.75,0.789938509,-0.039938509,53.23133749
615.42 sec,0.75,0.788734493,-0.038734493,54.83977316
616.12 sec,0.75,0.787747828,-0.037747828,54.53279429
616.71 sec,0.75,0.786926389,-0.036926389,53.11193327
617.33 sec,0.75,0.786068576,-0.036068576,52.71705702
618.1 sec,0.75,0.785024137,-0.035024137,52.89244288
618.97 sec,0.75,0.783854889,-0.033854889,54.06823124
619.6 sec,0.75,0.783024618,-0.033024618,53.18851571
620.23 sec,0.75,0.782204931,-0.032204931,52.79283098
620.99 sec,0.75,0.781224109,-0.031224109,52.95646254
621.85 sec,0.75,0.780133133,-0.030133133,54.0227263
622.63 sec,0.75,0.7791576,-0.0291576,55.15588334
623.27 sec,0.75,0.778376267,-0.028376267,53.81965526
623.86 sec,0.75,0.777660734,-0.027660734,52.97109601
624.55 sec,0.75,0.776839906,-0.026839906,52.88803709
625.38 sec,0.75,0.775863479,-0.025863479,53.43598526
626.23 sec,0.75,0.774891225,-0.024891225,55.05734778
626.93 sec,0.75,0.774099942,-0.024099942,54.76038167
627.52 sec,0.75,0.773444831,-0.023444831,53.34745942
628.14 sec,0.75,0.772764892,-0.022764892,52.96048207
628.91 sec,0.75,0.771942515,-0.021942515,53.1449648
629.78 sec,0.75,0.771029029,-0.021029029,54.33025537
630.41 sec,0.75,0.770384173,-0.020384173,53.45685124
631.04 sec,0.75,0.769751223,-0.019751223,53.06704449
631.8 sec,0.75,0.768998669,-0.018998669,53.23725627
632.66 sec,0.75,0.768167798,-0.018167798,54.31025288
633.44 sec,0.75,0.767430176,-0.017430176,55.44890097
634.08 sec,0.75,0.766842157,-0.016842157,54.11673
634.67 sec,0.75,0.766306583,-0.016306583,53.27160085
635.36 sec,0.75,0.765695829,-0.015695829,53.19214869
636.19 sec,0.75,0.764974172,-0.014974172,53.74393015
637.04 sec,0.75,0.764261059,-0.014261059,55.36860004
637.74 sec,0.75,0.763683783,-0.013683783,55.07396331
638.33 sec,0.75,0.76320793,-0.01320793,53.66272318
638.95 sec,0.75,0.762716944,-0.012716944,53.27723967
639.72 sec,0.75,0.762126769,-0.012126769,53.46319269
640.59 sec,0.75,0.761476049,-0.011476049,54.64967379
641.22 sec,0.75,0.7610188,-0.0110188,53.7768337
641.85 sec,0.75,0.760572507,-0.010572507,53.38734882
642.61 sec,0.75,0.760045191,-0.010045191,53.55764224
643.47 sec,0.75,0.759467298,-0.009467298,54.63033785
644.26 sec,0.75,0.758957857,-0.008957857,55.76836749
644.89 sec,0.75,0.758553121,-0.008553121,54.43548368
645.48 sec,0.75,0.758186535,-0.008186535,53.58951275
646.17 sec,0.75,0.757771146,-0.007771146,53.50887376
647 sec,0.75,0.757283792,-0.007283792,54.0589375
647.85 sec,0.75,0.756806189,-0.006806189,55.68155655
648.55 sec,0.75,0.756421365,-0.006421365,55.38501884
649.14 sec,0.75,0.756105348,-0.006105348,53.972047
649.77 sec,0.75,0.755781535,-0.005781535,53.58459519
650.53 sec,0.75,0.755395021,-0.005395021,53.7679416
651.41 sec,0.75,0.754972483,-0.004972483,54.95122996
652.03 sec,0.75,0.754676712,-0.004676712,54.07596328
652.66 sec,0.75,0.754389925,-0.004389925,53.68394115
653.42 sec,0.75,0.754053586,-0.004053586,53.85101533
654.28 sec,0.75,0.753688286,-0.003688286,54.9198937
655.07 sec,0.75,0.753368916,-0.003368916,56.05430208
655.7 sec,0.75,0.75311572,-0.00311572,54.71839835
656.29 sec,0.75,0.752887978,-0.002887978,53.86954851
656.98 sec,0.75,0.752632069,-0.002632069,53.78547169
657.81 sec,0.75,0.75233454,-0.00233454,54.33126147
658.66 sec,0.75,0.75204618,-0.00204618,55.94941839
659.36 sec,0.75,0.751814855,-0.001814855,55.64911867
659.95 sec,0.75,0.751625549,-0.001625549,54.23294404
660.58 sec,0.75,0.751433519,-0.001433519,53.842062
661.34 sec,0.75,0.751206525,-0.001206525,54.0211226
662.22 sec,0.75,0.750961389,-0.000961389,55.1994697
662.84 sec,0.75,0.750790319,-0.000790319,54.32062044
663.47 sec,0.75,0.750626024,-0.000626024,53.92498774
664.23 sec,0.75,0.750435457,-0.000435457,54.08764613
665.09 sec,0.75,0.750231285,-0.000231285,55.1514894
665.88 sec,0.75,0.750054955,-5.50E-05,56.28128952
666.51 sec,0.75,0.74991511,8.49E-05,54.94164352
667.1 sec,0.75,0.749790684,0.000209316,54.08930772
667.79 sec,0.75,0.749652805,0.000347195,54.00115989
668.62 sec,0.75,0.749494869,0.000505131,54.54201098
669.47 sec,0.75,0.749344697,0.000655303,56.15514158
670.18 sec,0.75,0.749224736,0.000775264,55.85069186
670.76 sec,0.75,0.749126866,0.000873134,54.4310416
671.39 sec,0.75,0.749029453,0.000970547,54.03649421
672.16 sec,0.75,0.748916333,0.001083667,54.21104974
673.03 sec,0.75,0.748796978,0.001203022,55.38429741
673.66 sec,0.75,0.748713772,0.001286228,54.50180778
674.28 sec,0.75,0.748635338,0.001364662,54.10255247
675.04 sec,0.75,0.748546358,0.001453642,54.26083903
675.9 sec,0.75,0.748453719,0.001546281,55.31977124
676.69 sec,0.75,0.74837572,0.00162428,56.44514098
677.32 sec,0.75,0.748313331,0.001686669,55.10193787
677.91 sec,0.75,0.748259136,0.001740864,54.24632167
678.6 sec,0.75,0.748201057,0.001798943,54.15438102
679.44 sec,0.75,0.748136886,0.001863114,54.69068315
680.28 sec,0.75,0.748078862,0.001921138,56.29924055
680.99 sec,0.75,0.748032659,0.001967341,55.99105462
681.58 sec,0.75,0.747995004,0.002004996,54.5683019
682.2 sec,0.75,0.747959568,0.002040432,54.17050904
682.97 sec,0.75,0.747920573,0.002079427,54.34111076
683.84 sec,0.75,0.747882484,0.002117516,55.50992837
684.47 sec,0.75,0.747855653,0.002144347,54.62430423
685.09 sec,0.75,0.747831988,0.002168012,54.22195265
685.85 sec,0.75,0.747807384,0.002192616,54.37653211
686.72 sec,0.75,0.747784871,0.002215129,55.43133764
687.5 sec,0.75,0.747768199,0.002231801,56.55301789
688.14 sec,0.75,0.747753776,0.002246224,55.20687421
688.73 sec,0.75,0.747742803,0.002257197,54.34856366
689.41 sec,0.75,0.74773351,0.00226649,54.25352821
690.25 sec,0.75,0.747726203,0.002273797,54.7861469
691.1 sec,0.75,0.747723555,0.002276445,56.39103208
691.8 sec,0.75,0.747721297,0.002278703,56.07986821
692.39 sec,0.75,0.747719256,0.002280744,54.65465769
693.01 sec,0.75,0.747720217,0.002279783,54.25430855
693.78 sec,0.75,0.747724397,0.002275603,54.42181615
694.65 sec,0.75,0.747733167,0.002266833,55.58719302
695.28 sec,0.75,0.747738538,0.002261462,54.69915075
695.9 sec,0.75,0.747745901,0.002254099,54.29442394
696.67 sec,0.75,0.747757432,0.002242568,54.44617706
697.53 sec,0.75,0.747773844,0.002226156,55.49785874
698.31 sec,0.75,0.747790811,0.002209189,56.61676608
698.95 sec,0.75,0.747802421,0.002197579,55.26842565
699.54 sec,0.75,0.747814685,0.002185315,54.4081129
700.22 sec,0.75,0.747831356,0.002168644,54.31079023
701.06 sec,0.75,0.747853932,0.002146068,54.84070419
701.91 sec,0.75,0.747879962,0.002120038,56.44291207
702.61 sec,0.75,0.747900143,0.002099857,56.1295911
703.2 sec,0.75,0.747916064,0.002083936,54.70260981
703.82 sec,0.75,0.747935163,0.002064837,54.30042835
704.59 sec,0.75,0.747960549,0.002039451,54.46573098
705.46 sec,0.75,0.747991926,0.002008074,55.62867266
706.09 sec,0.75,0.748012562,0.001987438,54.73892963
706.72 sec,0.75,0.748034412,0.001965588,54.33254101
707.48 sec,0.75,0.748062512,0.001937488,54.4823282
708.34 sec,0.75,0.748096377,0.001903623,55.53185183
709.12 sec,0.75,0.748128064,0.001871936,56.64885689
709.76 sec,0.75,0.74815081,0.00184919,55.29901841
710.35 sec,0.75,0.748172809,0.001827191,54.43734747
711.04 sec,0.75,0.748200106,0.001799894,54.33848177
711.87 sec,0.75,0.748234553,0.001765447,54.86658299
712.72 sec,0.75,0.748271571,0.001728429,56.46700969
713.42 sec,0.75,0.748300037,0.001699963,56.15226338
714.01 sec,0.75,0.74832237,0.00167763,54.72411871
714.63 sec,0.75,0.748347723,0.001652277,54.32073999
715.4 sec,0.75,0.748380109,0.001619891,54.48461093
716.27 sec,0.75,0.748418527,0.001581473,55.64598333
716.9 sec,0.75,0.748443637,0.001556363,54.75515194
717.53 sec,0.75,0.748469493,0.001530507,54.34770618
718.29 sec,0.75,0.748501851,0.001498149,54.49625106
719.15 sec,0.75,0.748539766,0.001460234,55.54442172
719.93 sec,0.75,0.748574459,0.001425541,56.66024387
720.57 sec,0.75,0.748599184,0.001400816,55.30948054
721.16 sec,0.75,0.74862267,0.00137733,54.44697636
721.85 sec,0.75,0.748651291,0.001348709,54.34717035
722.68 sec,0.75,0.748686772,0.001313228,54.87417588
723.53 sec,0.75,0.748724232,0.001275768,56.47353585
724.23 sec,0.75,0.748752621,0.001247379,56.15794334
724.82 sec,0.75,0.748774593,0.001225407,54.72911312
725.44 sec,0.75,0.748799283,0.001200717,54.32503391
726.21 sec,0.75,0.74883047,0.00116953,54.4880742
727.08 sec,0.75,0.748867038,0.001132962,55.64854537
727.71 sec,0.75,0.748890517,0.001109483,54.75709493
728.34 sec,0.75,0.7489145,0.0010855,54.34905285
729.1 sec,0.75,0.748944275,0.001055725,54.49690352
729.96 sec,0.75,0.74897888,0.00102112,55.54432673
730.74 sec,0.75,0.749010224,0.000989776,56.65950322
731.38 sec,0.75,0.749032016,0.000967984,55.30824048
731.97 sec,0.75,0.74905261,0.00094739,54.44529069
732.66 sec,0.75,0.749077663,0.000922337,54.34498702
733.49 sec,0.75,0.749108558,0.000891442,54.87142007
734.34 sec,0.75,0.749141073,0.000858927,56.47023098
735.04 sec,0.75,0.749165175,0.000834825,56.15420916
735.63 sec,0.75,0.749183421,0.000816579,54.72503549
736.25 sec,0.75,0.749204054,0.000795946,54.32060967
737.02 sec,0.75,0.749230081,0.000769919,54.48324497
737.89 sec,0.75,0.749260583,0.000739417,55.64328479
738.52 sec,0.75,0.749279589,0.000720411,54.75154333
739.15 sec,0.75,0.749299008,0.000700992,54.34322531
739.91 sec,0.75,0.749323129,0.000676871,54.49076063
740.77 sec,0.75,0.749351195,0.000648805,55.53785206
741.56 sec,0.75,0.749376477,0.000623523,56.65274912
742.19 sec,0.75,0.749393288,0.000606712,55.30127525
742.78 sec,0.75,0.749409203,0.000590797,54.43814113
743.47 sec,0.75,0.749428746,0.000571254,54.3376365
744.3 sec,0.75,0.749452891,0.000547109,54.86384545
745.15 sec,0.75,0.74947847,0.00052153,56.46244941
745.85 sec,0.75,0.749496792,0.000503208,56.14627193
746.44 sec,0.75,0.749510163,0.000489837,54.71697807
747.06 sec,0.75,0.749525624,0.000474376,54.31243529
747.83 sec,0.75,0.749545249,0.000454751,54.4749401
748.71 sec,0.75,0.74956845,0.00043155,55.63484925
749.33 sec,0.75,0.749582208,0.000417792,54.74302519
749.96 sec,0.75,0.749596376,0.000403624,54.33463358
750.72 sec,0.75,0.749614124,0.000385876,54.48209124
751.58 sec,0.75,0.749634986,0.000365014,55.52910957
752.37 sec,0.75,0.749653727,0.000346273,56.64395318
753 sec,0.75,0.749665257,0.000334743,55.29244481
753.59 sec,0.75,0.74967628,0.00032372,54.42928537
754.28 sec,0.75,0.749690144,0.000309856,54.32875914
755.11 sec,0.75,0.749707442,0.000292558,54.85495286
755.96 sec,0.75,0.7497261,0.0002739,56.45355304
756.66 sec,0.75,0.749738739,0.000261261,56.13738095
757.25 sec,0.75,0.749747371,0.000252629,54.70809731
757.88 sec,0.75,0.749757858,0.000242142,54.30357071
758.64 sec,0.75,0.749771398,0.000228602,54.4661028
759.52 sec,0.75,0.74978775,0.00021225,55.62605231
760.14 sec,0.75,0.74979664,0.00020336,54.73426304
760.77 sec,0.75,0.749805984,0.000194016,54.32591083
761.53 sec,0.75,0.749817935,0.000182065,54.47342223
762.39 sec,0.75,0.749832315,0.000167685,55.52050881
763.18 sec,0.75,0.749845237,0.000154763,56.63542095
763.81 sec,0.75,0.749852111,0.000147889,55.2839723
764.4 sec,0.75,0.749858857,0.000141143,54.42087156
765.09 sec,0.75,0.74986779,0.00013221,54.32041746
765.92 sec,0.75,0.7498792,0.0001208,54.84670362
766.77 sec,0.75,0.749891964,0.000108036,56.44540315
767.48 sec,0.75,0.749899806,0.000100194,56.12931697
768.06 sec,0.75,0.749904466,9.55E-05,54.70010786
768.69 sec,0.75,0.74991081,8.92E-05,54.29566229
769.45 sec,0.75,0.749919321,8.07E-05,54.45829731
770.33 sec,0.75,0.74993006,6.99E-05,55.61836758
770.95 sec,0.75,0.749934991,6.50E-05,54.72666723
771.58 sec,0.75,0.749940436,5.96E-05,54.31840566
772.34 sec,0.75,0.749947733,5.23E-05,54.46602924
773.2 sec,0.75,0.749956952,4.30E-05,55.51324538
773.99 sec,0.75,0.749965276,3.47E-05,56.62827754
774.62 sec,0.75,0.749968495,3.15E-05,55.2769274
775.21 sec,0.75,0.749971901,2.81E-05,54.41391913
775.9 sec,0.75,0.74997701,2.30E-05,54.31357386
776.74 sec,0.75,0.749983881,1.61E-05,54.83999323
777.58 sec,0.75,0.749992137,7.86E-06,56.43882955
778.29 sec,0.75,0.749996334,3.67E-06,56.12285728
778.88 sec,0.75,0.749997994,2.01E-06,54.69374422
779.5 sec,0.75,0.750001226,-1.23E-06,54.28940048
780.27 sec,0.75,0.750005981,-5.98E-06,54.45216146
781.14 sec,0.75,0.750012556,-1.26E-05,55.61237531
781.77 sec,0.75,0.75001457,-1.46E-05,54.72077813
782.39 sec,0.75,0.750017157,-1.72E-05,54.31261973
783.15 sec,0.75,0.750021062,-2.11E-05,54.46036849
784.02 sec,0.75,0.750026545,-2.65E-05,55.50772608
784.8 sec,0.75,0.750031564,-3.16E-05,56.62288658
785.43 sec,0.75,0.750032172,-3.22E-05,55.27164004
786.03 sec,0.75,0.750033204,-3.32E-05,54.40872768
786.71 sec,0.75,0.750035608,-3.56E-05,54.30849375
787.55 sec,0.75,0.750039291,-3.93E-05,54.8350473
788.4 sec,0.75,0.750044403,-4.44E-05,56.43401918
789.1 sec,0.75,0.750046074,-4.61E-05,56.11815819
789.69 sec,0.75,0.750045665,-4.57E-05,54.6891379
790.31 sec,0.75,0.750046762,-4.68E-05,54.28489152
791.08 sec,0.75,0.750048956,-4.90E-05,54.44777155
791.95 sec,0.75,0.750052713,-5.27E-05,55.60811937
792.58 sec,0.75,0.750052765,-5.28E-05,54.71661737
793.2 sec,0.75,0.75005344,-5.34E-05,54.30855328
793.96 sec,0.75,0.750055091,-5.51E-05,54.45641535
794.83 sec,0.75,0.750058107,-5.81E-05,55.50389957
795.61 sec,0.75,0.75006096,-6.10E-05,56.61917373
796.25 sec,0.75,0.750059868,-5.99E-05,55.26801811
796.84 sec,0.75,0.750059363,-5.94E-05,54.40518929
797.52 sec,0.75,0.750060026,-6.00E-05,54.30505158
798.36 sec,0.75,0.750061671,-6.17E-05,54.83172005
799.21 sec,0.75,0.750064789,-6.48E-05,56.43080693
799.91 sec,0.75,0.750064871,-6.49E-05,56.11503952
800.5 sec,0.75,0.750063169,-6.32E-05,54.68609668
801.12 sec,0.75,0.75006294,-6.29E-05,54.28193107
801.89 sec,0.75,0.750063553,-6.36E-05,54.44490915
802.76 sec,0.75,0.750065585,-6.56E-05,55.60536638
803.39 sec,0.75,0.750064446,-6.44E-05,54.7139415
804.01 sec,0.75,0.750063968,-6.40E-05,54.30595338
804.78 sec,0.75,0.750064269,-6.43E-05,54.45390609
